pubmed_id,title,journal,abstract,doi,authors
33519776,The Antibacterial and Antibiofilm Activity of Telithromycin Against ,Frontiers in microbiology,Telithromycin has been reported to possess robust ,10.3389/fmicb.2020.616797,"[{'lastname': 'Xiong', 'firstname': 'Yanpeng', 'initials': 'Y', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.""}, {'lastname': 'Chen', 'firstname': 'Junwen', 'initials': 'J', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.""}, {'lastname': 'Sun', 'firstname': 'Xiang', 'initials': 'X', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.""}, {'lastname': 'Xu', 'firstname': 'Guangjian', 'initials': 'G', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.""}, {'lastname': 'Li', 'firstname': 'Peiyu', 'initials': 'P', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.""}, {'lastname': 'Deng', 'firstname': 'Qiwen', 'initials': 'Q', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.\nQuality Control Center of Hospital Infection Management of Shenzhen, Shenzhen Nanshan People's Hospital of Guangdong Medical University, Shenzhen, China.""}, {'lastname': 'Yu', 'firstname': 'Zhijian', 'initials': 'Z', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.\nQuality Control Center of Hospital Infection Management of Shenzhen, Shenzhen Nanshan People's Hospital of Guangdong Medical University, Shenzhen, China.""}, {'lastname': 'Chen', 'firstname': 'Zhong', 'initials': 'Z', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.\nQuality Control Center of Hospital Infection Management of Shenzhen, Shenzhen Nanshan People's Hospital of Guangdong Medical University, Shenzhen, China.""}, {'lastname': 'Zheng', 'firstname': 'Jinxin', 'initials': 'J', 'affiliation': ""Department of Infectious Diseases and Shenzhen Key Laboratory for Endogenous Infections, Shenzhen Nanshan People's Hospital, Shenzhen University of School Medicine, Shenzhen, China.\nQuality Control Center of Hospital Infection Management of Shenzhen, Shenzhen Nanshan People's Hospital of Guangdong Medical University, Shenzhen, China.""}]"
33519770,Inactivation Effect of Violet and Blue Light on ESKAPE Pathogens and Closely Related Non-pathogenic Bacterial Species - A Promising Tool Against Antibiotic-Sensitive and Antibiotic-Resistant Microorganisms.,Frontiers in microbiology,"Due to the globally observed increase in antibiotic resistance of bacterial pathogens and the simultaneous decline in new antibiotic developments, the need for alternative inactivation approaches is growing. This is especially true for the treatment of infections with the problematic ESKAPE pathogens, which include ",10.3389/fmicb.2020.612367,"[{'lastname': 'Hoenes', 'firstname': 'Katharina', 'initials': 'K', 'affiliation': 'Institute of Medical Engineering and Mechatronics, Ulm University of Applied Sciences, Ulm, Germany.'}, {'lastname': 'Bauer', 'firstname': 'Richard', 'initials': 'R', 'affiliation': 'Institute of Medical Microbiology and Hygiene, University Hospital Ulm, Ulm, Germany.'}, {'lastname': 'Meurle', 'firstname': 'Tobias', 'initials': 'T', 'affiliation': 'Institute of Medical Engineering and Mechatronics, Ulm University of Applied Sciences, Ulm, Germany.'}, {'lastname': 'Spellerberg', 'firstname': 'Barbara', 'initials': 'B', 'affiliation': 'Institute of Medical Microbiology and Hygiene, University Hospital Ulm, Ulm, Germany.'}, {'lastname': 'Hessling', 'firstname': 'Martin', 'initials': 'M', 'affiliation': 'Institute of Medical Engineering and Mechatronics, Ulm University of Applied Sciences, Ulm, Germany.'}]"
33518340,The efficacy of pulsed ultraviolet light processing for table and hatching eggs.,Poultry science,"In the United States, every year an average of 287.1 eggs are consumed per person, and over 14.1 billion eggs are set in hatchery incubators to produce chicks destined for the egg and meat bird industries. By reducing the microbial load on eggs, food-borne-associated outbreaks can be reduced while good chick health is maintained. Pulsed ultraviolet (PUV) light system delivers an energy-intense broad spectrum (100-1,100 nm) pulse derived from a xenon flashlamp. In recent years, PUV light has been shown to reduce microbial pathogens on the surface of shell eggs by using a static PUV light system. In this study, shell eggs were surface inoculated with Escherichia coli or Enterococcus faecium and treated with PUV light using a modified egg candling conveyor that provided complete rotation of eggs under a flashlamp. Pulsed UV light treatment inactivated both microbial strains, with greater energy resulting in a greater germicidal response (P < 0.05). Treatments of 1.0, 2.4, 3.1, and 4.9 J/cm",10.1016/j.psj.2020.12.021,"[{'lastname': 'Cassar', 'firstname': 'J R', 'initials': 'JR', 'affiliation': 'Department of Animal Science, The Pennsylvania State University, University Park, PA 16802, USA.'}, {'lastname': 'Bright', 'firstname': 'L M', 'initials': 'LM', 'affiliation': 'Department of Animal Science, The Pennsylvania State University, University Park, PA 16802, USA.'}, {'lastname': 'Patterson', 'firstname': 'P H', 'initials': 'PH', 'affiliation': 'Department of Animal Science, The Pennsylvania State University, University Park, PA 16802, USA. Electronic address: php1@psu.edu.'}, {'lastname': 'Mills', 'firstname': 'E W', 'initials': 'EW', 'affiliation': 'Department of Animal Science, The Pennsylvania State University, University Park, PA 16802, USA.'}, {'lastname': 'Demirci', 'firstname': 'A', 'initials': 'A', 'affiliation': 'Department of Agricultural and Biological Engineering, The Pennsylvania State University, University Park, PA 16802, USA.'}]"
33518203,Competitiveness of three biocontrol candidates against ochratoxigenic Penicillium nordicum under dry-cured meat environmental and nutritional conditions.,Fungal biology,"The environmental conditions during the ripening of dry-cured meats and their nutritional composition promote the colonisation of their surface by Penicillium spp., including P. nordicum producer of ochratoxin A (OTA). The objective of this work was to study the competitiveness of three potential biocontrol candidates (Debaryomyces hansenii FHSCC 253H, Enterococcus faecium SE920 and Penicillium chrysogenum CECT, 20922) against the ochratoxigenic P. nordicum FHSCC4 under environmental and nutritional conditions simulating the ripening of dry-cured meat products. For this, the nutritional utilisation pattern, niche overlap index (NOI), interactions by dual-culture assays and OTA production were determined. The number of carbon sources (CSs) metabolised depended on the microorganism and the interacting water activity (a",10.1016/j.funbio.2020.03.006,"[{'lastname': 'Álvarez', 'firstname': 'Micaela', 'initials': 'M', 'affiliation': 'Food Hygiene and Safety, Meat and Meat Products Research Institute, Faculty of Veterinary Science, University of Extremadura, Avda. de las Ciencias, s/n. 10003, 10003, Cáceres, Spain.'}, {'lastname': 'Núñez', 'firstname': 'Félix', 'initials': 'F', 'affiliation': 'Food Hygiene and Safety, Meat and Meat Products Research Institute, Faculty of Veterinary Science, University of Extremadura, Avda. de las Ciencias, s/n. 10003, 10003, Cáceres, Spain.'}, {'lastname': 'Delgado', 'firstname': 'Josué', 'initials': 'J', 'affiliation': 'Food Hygiene and Safety, Meat and Meat Products Research Institute, Faculty of Veterinary Science, University of Extremadura, Avda. de las Ciencias, s/n. 10003, 10003, Cáceres, Spain.'}, {'lastname': 'Andrade', 'firstname': 'María J', 'initials': 'MJ', 'affiliation': 'Food Hygiene and Safety, Meat and Meat Products Research Institute, Faculty of Veterinary Science, University of Extremadura, Avda. de las Ciencias, s/n. 10003, 10003, Cáceres, Spain.'}, {'lastname': 'Rodríguez', 'firstname': 'Mar', 'initials': 'M', 'affiliation': 'Food Hygiene and Safety, Meat and Meat Products Research Institute, Faculty of Veterinary Science, University of Extremadura, Avda. de las Ciencias, s/n. 10003, 10003, Cáceres, Spain. Electronic address: marrodri@unex.es.'}, {'lastname': 'Rodríguez', 'firstname': 'Alicia', 'initials': 'A', 'affiliation': 'Food Quality and Microbiology, Agrifood Resources Research Institute, School of Agricultural Engineering, University of Extremadura, Avda. Adolfo Suárez s/n, 06007, Badajoz, Spain.'}]"
33518070,Differential analysis of gut microbiota and the effect of dietary Enterococcus faecium supplementation in broiler breeders with high or low laying performance.,Poultry science,"The difference in microbiota was examined for breeders with different egg-laying rates, and the impact of dietary Enterococcus faecium (EF) was also determined in the present study. A total of 256 Arbor Acres broiler breeders (48-wk-old) were used in a 2 × 2 factorial design, which encompassed 2 egg-laying rate levels [average (average egg laying: AP, 80.45 ± 0.91%) and low (lower egg laying: LP, 70.61 ± 1.16%)] and 2 different dietary groups [control (no additive), 6 × 10",10.1016/j.psj.2020.10.024,"[{'lastname': 'Wang', 'firstname': 'Jianping', 'initials': 'J', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China. Electronic address: wangjianping@sicau.edu.cn.'}, {'lastname': 'Wan', 'firstname': 'Chunpeng', 'initials': 'C', 'affiliation': 'Research Center of Tea and Tea Culture, College of Agronomy, Jiangxi Agricultural, University, Nanchang, 330045, P.R. China.'}, {'lastname': 'Shuju', 'firstname': 'Zhao', 'initials': 'Z', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China.'}, {'lastname': 'Yang', 'firstname': 'Zengqiao', 'initials': 'Z', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China.'}, {'lastname': 'Celi', 'firstname': 'Pietro', 'initials': 'P', 'affiliation': 'Faculty of Veterinary and Agricultural Sciences, The University of Melbourne, Parkville 3010, Australia.'}, {'lastname': 'Ding', 'firstname': 'Xuemei', 'initials': 'X', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China.'}, {'lastname': 'Bai', 'firstname': 'Shiping', 'initials': 'S', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China.'}, {'lastname': 'Zeng', 'firstname': 'Qiufeng', 'initials': 'Q', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China.'}, {'lastname': 'Mao', 'firstname': 'Xiangbing', 'initials': 'X', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China.'}, {'lastname': 'Xu', 'firstname': 'Shengyu', 'initials': 'S', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China.'}, {'lastname': 'Zhang', 'firstname': 'Keying', 'initials': 'K', 'affiliation': 'Animal Nutrition Institute, Key Laboratory of Animal Disease-Resistance Nutrition, Ministry of Agriculture and Rural Affairs, Key Laboratory of Sichuan Province, Sichuan Agricultural University, Chengdu, 611130, China.'}, {'lastname': 'Li', 'firstname': 'Mingxi', 'initials': 'M', 'affiliation': 'Research Center of Tea and Tea Culture, College of Agronomy, Jiangxi Agricultural, University, Nanchang, 330045, P.R. China. Electronic address: liming.xi@hotmail.com.'}]"
33516275,Prevalence and antimicrobial resistance patterns of bacteria isolated from cerebrospinal fluid among children with bacterial meningitis in China from 2016 to 2018: a multicenter retrospective study.,Antimicrobial resistance and infection control,"Pediatric bacterial meningitis (PBM) remains a devastating disease that causes substantial neurological morbidity and mortality worldwide. However, there are few large-scale studies on the pathogens causing PBM and their antimicrobial resistance (AMR) patterns in China. The present multicenter survey summarized the features of the etiological agents of PBM and characterized their AMR patterns.
Patients diagnosed with PBM were enrolled retrospectively at 13 children's hospitals in China from 2016 to 2018 and were screened based on a review of cerebrospinal fluid (CSF) microbiology results. Demographic characteristics, the causative organisms and their AMR patterns were systematically analyzed.
Overall, 1193 CSF bacterial isolates from 1142 patients with PBM were obtained. The three leading pathogens causing PBM were Staphylococcus epidermidis (16.5%), Escherichia coli (12.4%) and Streptococcus pneumoniae (10.6%). In infants under 3 months of age, the top 3 pathogens were E. coli (116/523; 22.2%), Enterococcus faecium (75/523; 14.3%), and S. epidermidis (57/523; 10.9%). However, in children more than 3 months of age, the top 3 pathogens were S. epidermidis (140/670; 20.9%), S. pneumoniae (117/670; 17.5%), and Staphylococcus hominis (57/670; 8.5%). More than 93.0% of E. coli isolates were sensitive to cefoxitin, piperacillin/tazobactam, cefoperazone/sulbactam, amikacin and carbapenems, and the resistance rates to ceftriaxone, cefotaxime and ceftazidime were 49.4%, 49.2% and 26.4%, respectively. From 2016 to 2018, the proportion of methicillin-resistant coagulase-negative Staphylococcus isolates (MRCoNS) declined from 80.5 to 72.3%, and the frequency of penicillin-resistant S. pneumoniae isolates increased from 75.0 to 87.5%. The proportion of extended-spectrum β-lactamase (ESBL)-producing E. coli fluctuated between 44.4 and 49.2%, and the detection rate of ESBL production in Klebsiella pneumoniae ranged from 55.6 to 88.9%. The resistance of E. coli strains to carbapenems was 5.0%, but the overall prevalence of carbapenem-resistant K. pneumoniae (CRKP) was high (54.5%).
S. epidermidis, E. coli and S. pneumoniae were the predominant pathogens causing PBM in Chinese patients. The distribution of PBM causative organisms varied by age. The resistance of CoNS to methicillin and the high incidence of ESBL production among E. coli and K. pneumoniae isolates were concerning. CRKP poses a critical challenge for the treatment of PBM.",10.1186/s13756-021-00895-x,"[{'lastname': 'Peng', 'firstname': 'Xiaoshan', 'initials': 'X', 'affiliation': ""Department of Pediatrics, West China Second Hospital, Sichuan University and Key Laboratory of Birth Defects and Related Diseases of Women and Children, Ministry of Education, No 20, 3rd Section of Renmin South Road, Chengdu, 610041, People's Republic of China.""}, {'lastname': 'Zhu', 'firstname': 'Qingxiong', 'initials': 'Q', 'affiliation': ""Department of Infectious Diseases, Children's Hospital of Jiangxi Province, Nanchang, People's Republic of China.""}, {'lastname': 'Liu', 'firstname': 'Jing', 'initials': 'J', 'affiliation': ""Department of Infectious Diseases, Hunan Children's Hospital, Changsha, People's Republic of China.""}, {'lastname': 'Zeng', 'firstname': 'Mei', 'initials': 'M', 'affiliation': ""Department of Infectious Diseases, Children's Hospital of Fudan University, Shanghai, People's Republic of China.""}, {'lastname': 'Qiu', 'firstname': 'Yue', 'initials': 'Y', 'affiliation': ""Department of Infectious Diseases, Children's Hospital of Fudan University, Shanghai, People's Republic of China.""}, {'lastname': 'Zhu', 'firstname': 'Chunhui', 'initials': 'C', 'affiliation': ""Department of Infectious Diseases, Children's Hospital of Jiangxi Province, Nanchang, People's Republic of China.""}, {'lastname': 'Cheng', 'firstname': 'Yibing', 'initials': 'Y', 'affiliation': ""Department of Emergency, Children's Hospital Affiliated to Zhengzhou University (Henan Children's Hospital), Zhengzhou, People's Republic of China.""}, {'lastname': 'Zhou', 'firstname': 'Yibo', 'initials': 'Y', 'affiliation': ""Department of General Pediatrics, Children's Hospital Affiliated to Zhengzhou University (Henan Children's Hospital), Zhengzhou, People's Republic of China.""}, {'lastname': 'Xu', 'firstname': 'Yi', 'initials': 'Y', 'affiliation': ""Department of Infectious Diseases, Guangzhou Women and Children's Medical Center, Guangzhou, People's Republic of China.""}, {'lastname': 'Chen', 'firstname': 'Minxia', 'initials': 'M', 'affiliation': ""Department of Infectious Diseases, Guangzhou Women and Children's Medical Center, Guangzhou, People's Republic of China.""}, {'lastname': 'Wen', 'firstname': 'Zhengwang', 'initials': 'Z', 'affiliation': ""Department of Pediatrics, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, People's Republic of China.""}, {'lastname': 'Chen', 'firstname': 'Yiping', 'initials': 'Y', 'affiliation': ""Department of Pediatrics, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, People's Republic of China.""}, {'lastname': 'Li', 'firstname': 'Rui', 'initials': 'R', 'affiliation': ""Department of Pediatrics, Gastroenterology and Infectious Diseases, Qingdao Women and Children's Hospital, Qingdao, People's Republic of China.""}, {'lastname': 'Tong', 'firstname': 'Jianning', 'initials': 'J', 'affiliation': ""Department of Pediatrics, Gastroenterology and Infectious Diseases, Qingdao Women and Children's Hospital, Qingdao, People's Republic of China.""}, {'lastname': 'Shan', 'firstname': 'Qingwen', 'initials': 'Q', 'affiliation': ""Department of Pediatrics, The First Affiliated Hospital of Guangxi Medical University, Nanning, People's Republic of China.""}, {'lastname': 'Lin', 'firstname': 'Daojiong', 'initials': 'D', 'affiliation': ""Department of Infectious Diseases, Hainan Women and Children's Medical Center, Haikou, People's Republic of China.""}, {'lastname': 'Wu', 'firstname': 'Shouye', 'initials': 'S', 'affiliation': ""Department of Infectious Diseases, Hainan Women and Children's Medical Center, Haikou, People's Republic of China.""}, {'lastname': 'Zhuo', 'firstname': 'Zhiqiang', 'initials': 'Z', 'affiliation': ""Department of Infectious Diseases, Xiamen Children's Hospital, Xiamen, People's Republic of China.""}, {'lastname': 'Wang', 'firstname': 'Caihong', 'initials': 'C', 'affiliation': ""Department of Infectious Diseases, Xiamen Children's Hospital, Xiamen, People's Republic of China.""}, {'lastname': 'Zhao', 'firstname': 'Shiyong', 'initials': 'S', 'affiliation': ""Department of Infectious Diseases, Hangzhou Children's Hospital, Hangzhou, People's Republic of China.""}, {'lastname': 'Qi', 'firstname': 'Zhenghong', 'initials': 'Z', 'affiliation': ""Department of Infectious Diseases, Hangzhou Children's Hospital, Hangzhou, People's Republic of China.""}, {'lastname': 'Sun', 'firstname': 'Xiaofeng', 'initials': 'X', 'affiliation': ""Department of Infectious Diseases, The First Affiliated Hospital of Xinjiang Medical University, Ürümqi, People's Republic of China.""}, {'lastname': 'Maihebuba', 'firstname': 'Bieerding', 'initials': 'B', 'affiliation': ""Department of Infectious Diseases, The First Affiliated Hospital of Xinjiang Medical University, Ürümqi, People's Republic of China.""}, {'lastname': 'Jia', 'firstname': 'Chunmei', 'initials': 'C', 'affiliation': ""Department of Pediatrics, The Fourth Hospital of Baotou, Baotou, People's Republic of China.""}, {'lastname': 'Gao', 'firstname': 'Huiling', 'initials': 'H', 'affiliation': ""Department of Pharmacy, The Fourth Hospital of Baotou, Baotou, People's Republic of China.""}, {'lastname': 'Li', 'firstname': 'Shuangjie', 'initials': 'S', 'affiliation': ""Department of Hepatology, Hunan Children's Hospital, No 86 Ziyuan Road, Changsha, 410000, People's Republic of China. 2273858951@qq.com.""}, {'lastname': 'Zhu', 'firstname': 'Yu', 'initials': 'Y', 'affiliation': ""Department of Pediatrics, West China Second Hospital, Sichuan University and Key Laboratory of Birth Defects and Related Diseases of Women and Children, Ministry of Education, No 20, 3rd Section of Renmin South Road, Chengdu, 610041, People's Republic of China. zhuyu_wj@163.com.""}, {'lastname': 'Wan', 'firstname': 'Chaomin', 'initials': 'C', 'affiliation': ""Department of Pediatrics, West China Second Hospital, Sichuan University and Key Laboratory of Birth Defects and Related Diseases of Women and Children, Ministry of Education, No 20, 3rd Section of Renmin South Road, Chengdu, 610041, People's Republic of China. wcm0220@126.com.""}, {'lastname': None, 'firstname': None, 'initials': None, 'affiliation': None}]"
33515778,Characterization of oxazolidinone and phenicol resistance genes in non-clinical enterococcal isolates from Korea.,Journal of global antimicrobial resistance,"To investigate the distribution and genetic characteristics of linezolid-resistant enterococci.
Enterococcus faecalis and Enterococcus faecium strains were isolated from pigs, equipment, grounds, and employees of 19 Korean swine farms in 2017. Antimicrobial susceptibility testing was then performed and linezolid resistance genes were detected via PCR. For genetic epidemiological characterization, multilocus sequence typing and whole-genome sequencing data were analysed.
Twenty-eightE. faecalis and five E. faecium strains were isolated from 1026 samples obtained from the 19 farms. Ten sequence types were identified among the E. faecalis strains, of which ST256 (42.9%) and ST86 (25%) were the most abundant. The oxazolidinone and phenicol resistance genes poxtA, optrA, and fexA were detected in isolates of E. faecalis (100%, 85.7%, and 67.9%, respectively) and E. faecium (100%, 60%, and 80%, respectively). The minimum inhibitory concentrations of linezolid in these isolates ranged from 2 mg/L to 12 mg/L. The whole-genome sequencing data indicated that fexA was located upstream of poxtA.
This is the first study to report the detection of poxtA in isolates that were both susceptible and resistant to linezolid in Korea. These results demonstrate the importance of antimicrobial resistance monitoring programmes, including regular antimicrobial susceptibility testing and resistance gene expression analysis, to facilitate the control of the spread of antibiotic resistance in non-clinical settings in Korea.",10.1016/j.jgar.2021.01.009,"[{'lastname': 'Jung', 'firstname': 'Young-Hee', 'initials': 'YH', 'affiliation': 'Division of Biotechnology, College of Life Sciences, Korea University, Seoul, 02841, Republic of Korea.'}, {'lastname': 'Cha', 'firstname': 'Min-Hyeok', 'initials': 'MH', 'affiliation': 'Laboratory of Food Safety and Evaluation, Department of Biotechnology, Korea University Graduate School, Seoul, 02841, Republic of Korea.'}, {'lastname': 'Woo', 'firstname': 'Gun-Jo', 'initials': 'GJ', 'affiliation': 'Laboratory of Food Safety and Evaluation, Department of Biotechnology, Korea University Graduate School, Seoul, 02841, Republic of Korea. Electronic address: visionkorea@korea.ac.kr.'}, {'lastname': 'Chi', 'firstname': 'Young-Min', 'initials': 'YM', 'affiliation': 'Division of Biotechnology, College of Life Sciences, Korea University, Seoul, 02841, Republic of Korea. Electronic address: ezeg@korea.ac.kr.'}]"
33515726,Characterization of a novel theta-type plasmid pSM409 of Enterococcus faecium RME isolated from raw milk.,Gene,"Enterococcal plasmids have generated renewed interest for their indispensable role in pathogenesis and dissemination of multidrug-resistance. Recently, a novel plasmid pSM409 (4303-bp, GC% = 33.6%), devoid of antibiotic-resistance and virulence genes, has been identified in Enterococcus faecium RME, isolated from raw milk by us. pSM409 contains six open reading frames encoding a replication initiator protein (RepB) and five accessory proteins: antitoxin epsilon, bacteriocin immunity protein, HsdS, and two hypothetical proteins. Comparative sequence analysis of pSM409 reveals a mosaic pattern of similarity with different loci obtained from different theta plasmids, which dictates the plasmid to be heterogeneous or mosaic, possibly due to recombination. The pSM409 comprised of a typical theta-type origin of replication with four and a half direct repeats (iterons) of 22 nucleotides. The pSM409-RepB shared 76-82% homology with the RepB of reported theta plasmids from different genera, with dissimilarities mostly in its DNA-binding and C-terminal domain. The RepB sequence-based phylogenetic tree revealed its distinct position relative to the reported ones. The RepB grouped in the same clade has identical DNA-binding domains and their cognate iterons, possibly due to their sequence-specific interaction to initiate plasmid replication. Comparative analysis of the pSM409-iteron reveals that the repeats markedly differed from their closest homologues. This clade-specific relationship provides a new concept of classifying theta plasmids. The theta-type replicon identified in pSM409 has been found to be unique to E. faecium RME, prompting us to further investigate its utility as a vector for genetic manipulation of enterococci for health and industry.",10.1016/j.gene.2021.145459,"[{'lastname': 'Kazi', 'firstname': 'Tawsif Ahmed', 'initials': 'TA', 'affiliation': 'Department of Botany, Visva-Bharati University, Santiniketan 731235, West Bengal, India.'}, {'lastname': 'Mitra', 'firstname': 'Suranjita', 'initials': 'S', 'affiliation': 'Department of Botany, Visva-Bharati University, Santiniketan 731235, West Bengal, India.'}, {'lastname': 'Mukhopadhyay', 'firstname': 'Bidhan Chandra', 'initials': 'BC', 'affiliation': 'Department of Botany, Visva-Bharati University, Santiniketan 731235, West Bengal, India.'}, {'lastname': 'Mandal', 'firstname': 'Sukhendu', 'initials': 'S', 'affiliation': 'Laboratory of Molecular Bacteriology, Department of Microbiology, University of Calcutta, 35, Ballygunge Circular Road, Kolkata 700019, India.'}, {'lastname': 'Ranjan Biswas', 'firstname': 'Swadesh', 'initials': 'S', 'affiliation': 'Department of Botany, Visva-Bharati University, Santiniketan 731235, West Bengal, India. Electronic address: swadesh_s2000@yahoo.co.in.'}]"
33511220,Peritoneal Dialysis-Related Peritonitis With Carbapenem-Resistant ,Open forum infectious diseases,,10.1093/ofid/ofaa525,"[{'lastname': 'Moso', 'firstname': 'Michael A', 'initials': 'MA', 'affiliation': 'Department of Infectious Diseases, The Alfred Hospital and Central Clinical School, Monash University, Melbourne, Australia.'}, {'lastname': 'Macesic', 'firstname': 'Nenad', 'initials': 'N', 'affiliation': 'Department of Infectious Diseases, The Alfred Hospital and Central Clinical School, Monash University, Melbourne, Australia.'}]"
33510561,"Effect of probiotics on length of hospitalization in mild acute pancreatitis: A randomized, double-blind, placebo-controlled trial.",World journal of gastroenterology,"Acute pancreatitis is the leading cause of hospitalization for acute gastrointestinal disease worldwide. The effects of probiotics in mild acute pancreatitis have not been studied. We hypothesized that the administration of probiotics may accelerate the recovery of intestinal function and shorten the length of hospital stay (LOS) in patients with mild pancreatitis.
To investigate the value of probiotics in reducing the LOS in patients with mild acute pancreatitis.
We conducted a double-blind randomized clinical trial to evaluate the effects of probiotics administered to patients with mild acute pancreatitis at a tertiary medical center. The patients were given probiotics capsules (a mixed preparation of 
A total of 128 patients were included, with 64 patients in each arm. The severity of illness and the etiological distribution of disease were similar in the two groups. There was a significant reduction in the LOS in the probiotics treatment group 
The study results showed that the administration of probiotics capsules is associated with a shorter duration of hospitalization in patients with mild acute pancreatitis.",10.3748/wjg.v27.i2.224,"[{'lastname': 'Wan', 'firstname': 'You-Dong', 'initials': 'YD', 'affiliation': 'Integrated Intensive Care Unit, The First Affiliated Hospital of Zhengzhou University, Zhengzhou 450052, Henan Province, China.'}, {'lastname': 'Zhu', 'firstname': 'Rui-Xue', 'initials': 'RX', 'affiliation': 'Health Management Centre, The Affiliated Hospital of Qingdao University, Qingdao 266000, Shandong Province, China.'}, {'lastname': 'Bian', 'firstname': 'Zhong-Zheng', 'initials': 'ZZ', 'affiliation': 'Department of Emergency Medicine, The Affiliated Hospital of Qingdao University, Qingdao 266000, Shandong Province, China.'}, {'lastname': 'Sun', 'firstname': 'Tong-Wen', 'initials': 'TW', 'affiliation': 'Integrated Intensive Care Unit, The First Affiliated Hospital of Zhengzhou University, Zhengzhou 450052, Henan Province, China. wanyoudong123@163.com.'}]"
33506226,Partial Characterization of an Anti-Listerial Bacteriocin from ,Food science of animal resources,,10.5851/kosfa.2020.e98,"[{'lastname': 'Yang', 'firstname': 'Jung-Mo', 'initials': 'JM', 'affiliation': 'Major of Biotechnology, Korea National University of Transportation, Jeungpyeong 27909, Korea.'}, {'lastname': 'Moon', 'firstname': 'Gi-Seong', 'initials': 'GS', 'affiliation': 'Major of Biotechnology, Korea National University of Transportation, Jeungpyeong 27909, Korea.'}]"
