pubmed_id,paper:title,paper:doi,paper:authors,paper:keywords
33841407,The Effects of ,10.3389/fimmu.2021.625586,"[{'lastname': 'Zheng', 'firstname': 'Wei', 'initials': 'W', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Miao', 'firstname': 'Jing', 'initials': 'J', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Luo', 'firstname': 'Lingling', 'initials': 'L', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Long', 'firstname': 'Gao', 'initials': 'G', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Chen', 'firstname': 'Bo', 'initials': 'B', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Shu', 'firstname': 'Xiaoli', 'initials': 'X', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Gu', 'firstname': 'Weizhong', 'initials': 'W', 'affiliation': ""Department of Pathology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Peng', 'firstname': 'Kerong', 'initials': 'K', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Li', 'firstname': 'Fubang', 'initials': 'F', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Zhao', 'firstname': 'Hong', 'initials': 'H', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}, {'lastname': 'Botchway', 'firstname': 'Benson O A', 'initials': 'BOA', 'affiliation': 'Institute of Neuroscience, Zhejiang University School of Medicine, Hangzhou, China.'}, {'lastname': 'Fang', 'firstname': 'Marong', 'initials': 'M', 'affiliation': 'Institute of Neuroscience, Zhejiang University School of Medicine, Hangzhou, China.'}, {'lastname': 'Jiang', 'firstname': 'Mizu', 'initials': 'M', 'affiliation': ""Department of Gastroenterology, Children's Hospital, Zhejiang University School of Medicine, National Clinical Research Center for Child Health, National Children's Regional Medical Center, Hangzhou, China.""}]","['16S rRNA', 'Helicobacter pylori', 'RNA sequencing', 'children', 'gastric microbiota', 'immune factor']"
33844263,The association between imbalances in vaginal microflora and duration of pregnancy as well as selected maternal and neonatal parameters.,10.5603/GP.a2021.0035,"[{'lastname': 'Szubert', 'firstname': 'Maria', 'initials': 'M', 'affiliation': 'Department of Surgical and Oncologic Gynecology, 1st Department of Gynecology and Obstetrics, Medical University of Lodz, Poland. maja.szubert@gmail.com.'}, {'lastname': 'Weteska', 'firstname': 'Monika', 'initials': 'M', 'affiliation': ""Student's Scientific Society, 1st Department of Gynecology and Obstetrics, Medical University of Lodz, Poland.""}, {'lastname': 'Zgliczynska', 'firstname': 'Joanna', 'initials': 'J', 'affiliation': ""Student's Scientific Society, 1st Department of Gynecology and Obstetrics, Medical University of Lodz, Poland.""}, {'lastname': 'Olszak', 'firstname': 'Olga', 'initials': 'O', 'affiliation': 'Department of Perinatology, 1st Department of Gynecology and Obstetrics, Medical University of Lodz, Poland.'}, {'lastname': 'Zgliczynska', 'firstname': 'Magdalena', 'initials': 'M', 'affiliation': '2nd Department of Obstetrics and Gynecology, The Centre of Postgraduate Medical Education, Warsaw, Poland.'}, {'lastname': 'Kalinka', 'firstname': 'Jaroslaw', 'initials': 'J', 'affiliation': 'Department of Perinatology, 1st Department of Gynecology and Obstetrics, Medical University of Lodz, Poland.'}, {'lastname': 'Wilczynski', 'firstname': 'Jacek R', 'initials': 'JR', 'affiliation': 'Department of Surgical and Oncologic Gynecology, 1st Department of Gynecology and Obstetrics, Medical University of Lodz, Poland.'}]","['PROM', 'aerobic vaginitis', 'vaginal microflora']"
33843501,Looking beyond ceftazidime-avibactam resistance in KPC-producing ,10.1080/1120009X.2021.1909939,"[{'lastname': 'Matteo', 'firstname': 'Boattini', 'initials': 'B', 'affiliation': 'Microbiology and Virology Unit, University Hospital Città della Salute e della Scienza di Torino, Turin, Italy.'}, {'lastname': 'Gabriele', 'firstname': 'Bianco', 'initials': 'B', 'affiliation': 'Microbiology and Virology Unit, University Hospital Città della Salute e della Scienza di Torino, Turin, Italy.'}, {'lastname': 'Iannaccone', 'firstname': 'Marco', 'initials': 'M', 'affiliation': 'Microbiology and Virology Unit, University Hospital Città della Salute e della Scienza di Torino, Turin, Italy.'}, {'lastname': 'Bondi', 'firstname': 'Alessandro', 'initials': 'A', 'affiliation': 'Microbiology and Virology Unit, University Hospital Città della Salute e della Scienza di Torino, Turin, Italy.'}, {'lastname': 'Cavallo', 'firstname': 'Rossana', 'initials': 'R', 'affiliation': 'Microbiology and Virology Unit, University Hospital Città della Salute e della Scienza di Torino, Turin, Italy.'}, {'lastname': 'Cristina', 'firstname': 'Costa', 'initials': 'C', 'affiliation': 'Microbiology and Virology Unit, University Hospital Città della Salute e della Scienza di Torino, Turin, Italy.'}]","['Enterobacterales', 'KPC', 'ceftazidime-avibactam resistance', 'fosfomycin', 'meropenem-vaborbactam', 'synergism']"
33843058,"Antibacterial activity and carbapenem re-sensitizing ability of 1,10-phenanthroline-5,6-dione and its metal complexes against KPC-producing Klebsiella pneumoniae clinical strains.",10.1111/lam.13485,"[{'lastname': 'Peregrino', 'firstname': 'Ingrid V', 'initials': 'IV', 'affiliation': 'Department of Pathology, Federal University of Espírito Santo, Espírito Santo, Brazil.\nInfection Diseases Post-Graduation Program, Federal University of Espírito Santo, Espírito Santo, Brazil.'}, {'lastname': 'Ventura', 'firstname': 'Roberta F', 'initials': 'RF', 'affiliation': 'Department of Pathology, Federal University of Espírito Santo, Espírito Santo, Brazil.\nInfection Diseases Post-Graduation Program, Federal University of Espírito Santo, Espírito Santo, Brazil.'}, {'lastname': 'Borghi', 'firstname': 'Mirla', 'initials': 'M', 'affiliation': 'Department of Pathology, Federal University of Espírito Santo, Espírito Santo, Brazil.\nInfection Diseases Post-Graduation Program, Federal University of Espírito Santo, Espírito Santo, Brazil.'}, {'lastname': 'Schuenck', 'firstname': 'Ricardo P', 'initials': 'RP', 'affiliation': 'Department of Pathology, Federal University of Espírito Santo, Espírito Santo, Brazil.\nInfection Diseases Post-Graduation Program, Federal University of Espírito Santo, Espírito Santo, Brazil.'}, {'lastname': 'Devereux', 'firstname': 'Michael', 'initials': 'M', 'affiliation': 'Centre for Biomimetic and Therapeutic Research, Focas Research Institute, Technological University Dublin, City Campus, Dublin, Ireland.'}, {'lastname': 'McCann', 'firstname': 'Malachy', 'initials': 'M', 'affiliation': 'Chemistry Department, Maynooth University, Maynooth, Co. Kildare, Ireland.'}, {'lastname': 'Santos', 'firstname': 'André L S', 'initials': 'ALS', 'affiliation': 'Department of General Microbiology, Institute of Microbiology Paulo de Góes, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil.\nBiochemistry Post-Graduation Program, Chemistry Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil.'}, {'lastname': 'Nunes', 'firstname': 'Ana Paula F', 'initials': 'APF', 'affiliation': 'Department of Pathology, Federal University of Espírito Santo, Espírito Santo, Brazil.\nInfection Diseases Post-Graduation Program, Federal University of Espírito Santo, Espírito Santo, Brazil.'}]","['1,10-phenanthroline-5,6-dione', 'Klebsiella pneumoniae carbapenemase', 'antimicrobial combinations', 'metal-based compounds', 're-sensitizing', 'synergism']"
33843018,Correction to: Evaluation of the tolerance and biotransformation of ferulic acid by Klebsiella pneumoniae TD 4.7.,10.1007/s42770-021-00472-9,"[{'lastname': 'Dos Santos', 'firstname': 'Maitê Bernardo Correia', 'initials': 'MBC', 'affiliation': 'Department of Biology, São Paulo State University-UNESP, Institute of Biosciences, Humanities and Exact Sciences, São José do Rio Preto, SP, Brazil. maite.bernardo@unesp.br.'}, {'lastname': 'Scarpassa', 'firstname': 'Josiane Aniele', 'initials': 'JA', 'affiliation': 'Department of Biology, São Paulo State University-UNESP, Institute of Biosciences, Humanities and Exact Sciences, São José do Rio Preto, SP, Brazil.'}, {'lastname': 'Monteiro', 'firstname': 'Diego Alves', 'initials': 'DA', 'affiliation': 'Department of Biology, São Paulo State University-UNESP, Institute of Biosciences, Humanities and Exact Sciences, São José do Rio Preto, SP, Brazil.'}, {'lastname': 'Ladino-Orjuela', 'firstname': 'Guillermo', 'initials': 'G', 'affiliation': 'Department of Biology, São Paulo State University-UNESP, Institute of Biosciences, Humanities and Exact Sciences, São José do Rio Preto, SP, Brazil.'}, {'lastname': 'Da Silva', 'firstname': 'Roberto', 'initials': 'R', 'affiliation': 'Department of Chemistry and Environment Science, São Paulo State University-UNESP, Institute of Biosciences, Humanities and Exact Sciences, São José do Rio Preto, SP, Brazil.'}, {'lastname': 'Boscolo', 'firstname': 'Mauricio', 'initials': 'M', 'affiliation': 'Department of Chemistry and Environment Science, São Paulo State University-UNESP, Institute of Biosciences, Humanities and Exact Sciences, São José do Rio Preto, SP, Brazil.'}, {'lastname': 'Gomes', 'firstname': 'Eleni', 'initials': 'E', 'affiliation': 'Department of Biology, São Paulo State University-UNESP, Institute of Biosciences, Humanities and Exact Sciences, São José do Rio Preto, SP, Brazil.'}]",[]
33842964,Characteristics of fosA-carrying plasmids in E. coli and Klebsiella spp. isolates originating from food and environmental samples.,10.1093/jac/dkab119,"[{'lastname': 'Biggel', 'firstname': 'Michael', 'initials': 'M', 'affiliation': 'Institute for Food Safety and Hygiene, Vetsuisse Faculty, University of Zurich, Winterthurerstrasse 272, 8057 Zurich, Switzerland.'}, {'lastname': 'Zurfluh', 'firstname': 'Katrin', 'initials': 'K', 'affiliation': 'Institute for Food Safety and Hygiene, Vetsuisse Faculty, University of Zurich, Winterthurerstrasse 272, 8057 Zurich, Switzerland.'}, {'lastname': 'Treier', 'firstname': 'Andrea', 'initials': 'A', 'affiliation': 'Institute for Food Safety and Hygiene, Vetsuisse Faculty, University of Zurich, Winterthurerstrasse 272, 8057 Zurich, Switzerland.'}, {'lastname': 'Nüesch-Inderbinen', 'firstname': 'Magdalena', 'initials': 'M', 'affiliation': 'Institute for Food Safety and Hygiene, Vetsuisse Faculty, University of Zurich, Winterthurerstrasse 272, 8057 Zurich, Switzerland.\nSwiss National Center for Enteropathogenic Bacteria and Listeria (NENT), University of Zurich, Winterthurerstrasse 272, 8057 Zurich, Switzerland.'}, {'lastname': 'Stephan', 'firstname': 'Roger', 'initials': 'R', 'affiliation': 'Institute for Food Safety and Hygiene, Vetsuisse Faculty, University of Zurich, Winterthurerstrasse 272, 8057 Zurich, Switzerland.'}]",[]
33729413,[Brazilian Protocol for Sexually Transmitted Infections 2020: infections that cause genital ulcers].,10.1590/S1679-4974202100010.esp1,"[{'lastname': 'Ramos', 'firstname': 'Mauro Cunha', 'initials': 'MC', 'affiliation': 'Secretaria de Estado de Saúde do Rio Grande do Sul, Ambulatório de Dermatologia Sanitária, Porto Alegre, RS, Brasil.'}, {'lastname': 'Sardinha', 'firstname': 'José Carlos', 'initials': 'JC', 'affiliation': 'Fundação de Dermatologia Tropical e Venerologia Alfredo da Matta, Manaus, AM, Brasil.'}, {'lastname': 'Alencar', 'firstname': 'Herculano Duarte Ramos de', 'initials': 'HDR', 'affiliation': 'Secretaria de Estado de Saúde de São Paulo, Programa Estadual de DST/Aids, São Paulo, SP, Brasil.'}, {'lastname': 'Aragón', 'firstname': 'Mayra Gonçalves', 'initials': 'MG', 'affiliation': 'Ministério da Saúde, Secretaria de Vigilância em Saúde, Brasília, DF, Brasil.'}, {'lastname': 'Lannoy', 'firstname': 'Leonor Henriette de', 'initials': 'LH', 'affiliation': 'Ministério da Saúde, Secretaria de Vigilância em Saúde, Brasília, DF, Brasil.'}]",[]
33681916,Klebsiella granulomatis infection in a patient with human immunodeficiency virus infection.,10.1590/0037-8682-0436-2020,"[{'lastname': 'Araújo', 'firstname': 'Max Roberto Batista', 'initials': 'MRB', 'affiliation': 'Instituto Hermes Pardini, Núcleo Técnico Operacional, Setor de Microbiologia, Vespasiano, MG, Brasil.'}, {'lastname': ""Sant'Anna"", 'firstname': 'Lincoln Oliveira', 'initials': 'LO', 'affiliation': 'Universidade Estadual do Rio de Janeiro, Faculdade de Ciências Médicas, Departamento de Microbiologia, Imunologia e Parasitologia, Rio de Janeiro, RJ, Brasil.'}, {'lastname': 'Santos', 'firstname': 'Louisy Sanches Dos', 'initials': 'LSD', 'affiliation': 'Universidade Estadual do Rio de Janeiro, Faculdade de Ciências Médicas, Departamento de Microbiologia, Imunologia e Parasitologia, Rio de Janeiro, RJ, Brasil.'}]",[]
32075875,The changing epidemiology of genital ulcer disease in South Africa: has donovanosis been eliminated?,10.1136/sextrans-2019-054316,"[{'lastname': 'Muller', 'firstname': 'Etienne E', 'initials': 'EE', 'affiliation': 'STI Section, Centre for HIV & STIs, National Institute for Communicable Diseases, Johannesburg, South Africa etiennem@nicd.ac.za.'}, {'lastname': 'Kularatne', 'firstname': 'Ranmini', 'initials': 'R', 'affiliation': 'STI Section, Centre for HIV & STIs, National Institute for Communicable Diseases, Johannesburg, South Africa.\nDepartment of Clinical Microbiology & Infectious Diseases, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa.'}]","['Africa', 'donovanosis', 'genital ulcers', 'granuloma inguinale']"
30066775,Donovanosis in a child victim of sexual abuse: response to doxycycline treatment.,10.1590/abd1806-4841.20187948,"[{'lastname': 'Magalhães', 'firstname': 'Bárbara Machado', 'initials': 'BM', 'affiliation': 'Dermatology Clinic, Santa Casa de São Paulo, São Paulo (SP), Brazil.'}, {'lastname': 'Veasey', 'firstname': 'John Verrinder', 'initials': 'JV', 'affiliation': 'Dermatology Clinic, Santa Casa de São Paulo, São Paulo (SP), Brazil.'}, {'lastname': 'Mayor', 'firstname': 'Silvia Assumpção Soutto', 'initials': 'SAS', 'affiliation': 'Dermatology Clinic, Santa Casa de São Paulo, São Paulo (SP), Brazil.'}, {'lastname': 'Lellis', 'firstname': 'Rute Facchini', 'initials': 'RF', 'affiliation': 'Laboratory of Pathology, Santa Casa de São Paulo, São Paulo (SP), Brazil.'}]",[]
29617372,"Trends in the relative prevalence of genital ulcer disease pathogens and association with HIV infection in Johannesburg, South Africa, 2007-2015.",10.1371/journal.pone.0194125,"[{'lastname': 'Kularatne', 'firstname': 'Ranmini S', 'initials': 'RS', 'affiliation': 'Centre for HIV & STIs, National Institute for Communicable Diseases, Johannesburg, South Africa.\nDepartment of Clinical Microbiology & Infectious Diseases, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa.'}, {'lastname': 'Muller', 'firstname': 'Etienne E', 'initials': 'EE', 'affiliation': 'Centre for HIV & STIs, National Institute for Communicable Diseases, Johannesburg, South Africa.'}, {'lastname': 'Maseko', 'firstname': 'Dumisile V', 'initials': 'DV', 'affiliation': 'Centre for HIV & STIs, National Institute for Communicable Diseases, Johannesburg, South Africa.'}, {'lastname': 'Kufa-Chakezha', 'firstname': 'Tendesayi', 'initials': 'T', 'affiliation': 'Centre for HIV & STIs, National Institute for Communicable Diseases, Johannesburg, South Africa.'}, {'lastname': 'Lewis', 'firstname': 'David A', 'initials': 'DA', 'affiliation': 'Marie Bashir Institute for Infectious Diseases and Biosecurity, University of Sydney, Sydney, Australia.\nWestern Sydney Sexual Health Centre, Western Sydney Local Health District, Sydney, Australia.'}]",[]
33827899,Prevalence of ,10.1128/JCM.00127-21,"[{'lastname': 'Tamma', 'firstname': 'Pranita D', 'initials': 'PD', 'affiliation': 'Department of Pediatrics, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA ptamma1@jhmi.edu psimner1@jhmi.edu.'}, {'lastname': 'Smith', 'firstname': 'Tiffeny T', 'initials': 'TT', 'affiliation': 'GenMark Diagnostics Inc., Carlsbad, California, USA.'}, {'lastname': 'Adebayo', 'firstname': 'Ayomikun', 'initials': 'A', 'affiliation': 'Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.'}, {'lastname': 'Karaba', 'firstname': 'Sara M', 'initials': 'SM', 'affiliation': 'Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.'}, {'lastname': 'Jacobs', 'firstname': 'Emily', 'initials': 'E', 'affiliation': 'Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.'}, {'lastname': 'Wakefield', 'firstname': 'Teresa', 'initials': 'T', 'affiliation': 'Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.'}, {'lastname': 'Nguyen', 'firstname': 'Kelly', 'initials': 'K', 'affiliation': 'GenMark Diagnostics Inc., Carlsbad, California, USA.'}, {'lastname': 'Whitfield', 'firstname': 'Natalie N', 'initials': 'NN', 'affiliation': 'GenMark Diagnostics Inc., Carlsbad, California, USA.'}, {'lastname': 'Simner', 'firstname': 'Patricia J', 'initials': 'PJ', 'affiliation': 'Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA ptamma1@jhmi.edu psimner1@jhmi.edu.'}]",[]
33799747,An Update on Wastewater Multi-Resistant Bacteria: Identification of Clinical Pathogens Such as ,10.3390/microorganisms9030576,"[{'lastname': 'Mesquita', 'firstname': 'Elsa', 'initials': 'E', 'affiliation': 'Water Quality and Treatment Laboratory, Urban Water Unit, Hydraulics and Environment Department, The Laboratório Nacional de Engenharia Civil (LNEC)-National Civil Engineering Laboratory, 1700-066 Lisboa, Portugal.'}, {'lastname': 'Ribeiro', 'firstname': 'Rita', 'initials': 'R', 'affiliation': 'Water Quality and Treatment Laboratory, Urban Water Unit, Hydraulics and Environment Department, The Laboratório Nacional de Engenharia Civil (LNEC)-National Civil Engineering Laboratory, 1700-066 Lisboa, Portugal.'}, {'lastname': 'Silva', 'firstname': 'Carla J C', 'initials': 'CJC', 'affiliation': 'Direção de Operações de Saneamento, ETAR de Beirolas, Rua Chen He, 1990-513 Sacavém, Portugal.'}, {'lastname': 'Alves', 'firstname': 'Rita', 'initials': 'R', 'affiliation': 'Direção de Operações de Saneamento, ETAR de Beirolas, Rua Chen He, 1990-513 Sacavém, Portugal.'}, {'lastname': 'Baptista', 'firstname': 'Rita', 'initials': 'R', 'affiliation': 'Laboratório do Sotavento da Águas do Algarve, Rua do Repouso, n° 10, 8000-302 Faro, Portugal.'}, {'lastname': 'Condinho', 'firstname': 'Sílvia', 'initials': 'S', 'affiliation': 'Laboratório do Sotavento da Águas do Algarve, Rua do Repouso, n° 10, 8000-302 Faro, Portugal.'}, {'lastname': 'Rosa', 'firstname': 'Maria João', 'initials': 'MJ', 'affiliation': 'Water Quality and Treatment Laboratory, Urban Water Unit, Hydraulics and Environment Department, The Laboratório Nacional de Engenharia Civil (LNEC)-National Civil Engineering Laboratory, 1700-066 Lisboa, Portugal.'}, {'lastname': 'Perdigão', 'firstname': 'João', 'initials': 'J', 'affiliation': 'Research Institute for Medicines (iMed.ULisboa), Faculty of Pharmacy, Universidade Lisboa, Av. Gama Pinto, 1649-003 Lisboa, Portugal.'}, {'lastname': 'Caneiras', 'firstname': 'Cátia', 'initials': 'C', 'affiliation': 'Microbiology Research Laboratory of Environmental Health (EnviHealthMicro Lab), Institute of Environmental Health (ISAMB), Faculty of Medicine, Universidade de Lisboa, 1649-028 Lisboa, Portugal.\nInstitute of Preventive Medicine and Public Health (IMP&SP), Faculty of Medicine, Universidade de Lisboa, 1649-028 Lisboa, Portugal.\nDepartment of Microbiology and Immunology, Faculty of Pharmacy, Av. Gama Pinto, 1649-003 Lisboa, Portugal.'}, {'lastname': 'Duarte', 'firstname': 'Aida', 'initials': 'A', 'affiliation': 'Department of Microbiology and Immunology, Faculty of Pharmacy, Av. Gama Pinto, 1649-003 Lisboa, Portugal.\nCentro de Investigação Interdisciplinar Egas Moniz, Instituto Universitário Egas Moniz, 2829-511 Monte da Caparica, Portugal.'}]","['CTX-M-15', 'Citrobacter farmeri', 'ESBL', 'KPC-3 carbapenemase', 'Klebsiella oxytoca', 'Ochromobactrum intermedium', 'Portugal', 'SED-1', 'wastewater treatment plant (WWTP)']"
33789961,False immunological detection of CTX-M enzymes in ,10.1128/JCM.00609-21,"[{'lastname': 'Ortiz de la Rosa', 'firstname': 'José Manuel', 'initials': 'JM', 'affiliation': 'Emerging Antibiotic Resistance, Medical and Molecular Microbiology, Department of Medicine, University of Fribourg.'}, {'lastname': 'Demord', 'firstname': 'Anthony', 'initials': 'A', 'affiliation': 'Emerging Antibiotic Resistance, Medical and Molecular Microbiology, Department of Medicine, University of Fribourg.\nSwiss National Reference Center for Emerging Antibiotic Resistance, Fribourg, Switzerland.'}, {'lastname': 'Poirel', 'firstname': 'Laurent', 'initials': 'L', 'affiliation': 'Emerging Antibiotic Resistance, Medical and Molecular Microbiology, Department of Medicine, University of Fribourg.\nSwiss National Reference Center for Emerging Antibiotic Resistance, Fribourg, Switzerland.\nINSERM European Unit (LEA), (IAME, Paris) University of Fribourg, Fribourg Switzerland.'}, {'lastname': 'Greub', 'firstname': 'Gilbert', 'initials': 'G', 'affiliation': 'Institute for Microbiology, Lausanne University hospital and University of Lausanne.'}, {'lastname': 'Blanc', 'firstname': 'Dominique', 'initials': 'D', 'affiliation': 'Institute for Microbiology, Lausanne University hospital and University of Lausanne.\nService of Hospital Preventive Medicine, Lausanne University hospital and University Hospital, Lausanne, Switzerland.'}, {'lastname': 'Nordmann', 'firstname': 'Patrice', 'initials': 'P', 'affiliation': 'Emerging Antibiotic Resistance, Medical and Molecular Microbiology, Department of Medicine, University of Fribourg patrice.nordmann@unifr.ch.\nSwiss National Reference Center for Emerging Antibiotic Resistance, Fribourg, Switzerland.\nINSERM European Unit (LEA), (IAME, Paris) University of Fribourg, Fribourg Switzerland.\nInstitute for Microbiology, Lausanne University hospital and University of Lausanne.'}]",[]
33784901,Occurrence of antibiotic resistance among ,10.1080/09603123.2021.1908522,"[{'lastname': 'Zarzecka', 'firstname': 'Urszula', 'initials': 'U', 'affiliation': 'Chair of Industrial and Food Microbiology, Faculty of Food Science, University of Warmia and Mazury, Olsztyn, Poland.'}, {'lastname': 'Chajęcka-Wierzchowska', 'firstname': 'Wioleta', 'initials': 'W', 'affiliation': 'Chair of Industrial and Food Microbiology, Faculty of Food Science, University of Warmia and Mazury, Olsztyn, Poland.'}, {'lastname': 'Zadernowska', 'firstname': 'Anna', 'initials': 'A', 'affiliation': 'Chair of Industrial and Food Microbiology, Faculty of Food Science, University of Warmia and Mazury, Olsztyn, Poland.'}]","['Enterobacterales', 'antibiotic resistance', 'food']"
33645948,Antimicrobial activity of ceftolozane-tazobactam against Enterobacterales and Pseudomonas aeruginosa recovered during the Study for Monitoring Antimicrobial Resistance Trends (SMART) program in Spain (2016-2018).,10.37201/req/019.2021,"[{'lastname': 'Cantón', 'firstname': 'R', 'initials': 'R', 'affiliation': 'Rafael Cantón, Servicio de Microbiología, Hospital Universitario Ramón y Cajal. Madrid. Carretera de Colmenar Km 9,1. 28034-Madrid. Spain. rafael.canton@salud.madrid.org.'}, {'lastname': 'Loza', 'firstname': 'E', 'initials': 'E', 'affiliation': None}, {'lastname': 'Arcay', 'firstname': 'R M', 'initials': 'RM', 'affiliation': None}, {'lastname': 'Cercenado', 'firstname': 'E', 'initials': 'E', 'affiliation': None}, {'lastname': 'Castillo', 'firstname': 'F J', 'initials': 'FJ', 'affiliation': None}, {'lastname': 'Cisterna', 'firstname': 'R', 'initials': 'R', 'affiliation': None}, {'lastname': 'Gálvez-Benítez', 'firstname': 'L', 'initials': 'L', 'affiliation': None}, {'lastname': 'González Romo', 'firstname': 'F', 'initials': 'F', 'affiliation': None}, {'lastname': 'Hernández-Cabezas', 'firstname': 'A', 'initials': 'A', 'affiliation': None}, {'lastname': 'Rodríguez-Lozano', 'firstname': 'J', 'initials': 'J', 'affiliation': None}, {'lastname': 'Suárez-Barrenechea', 'firstname': 'A I', 'initials': 'AI', 'affiliation': None}, {'lastname': 'Tubau', 'firstname': 'F', 'initials': 'F', 'affiliation': None}, {'lastname': 'Díaz-Regañón', 'firstname': 'J', 'initials': 'J', 'affiliation': None}, {'lastname': 'López-Mendoza', 'firstname': 'D', 'initials': 'D', 'affiliation': None}, {'lastname': None, 'firstname': None, 'initials': None, 'affiliation': None}]","['Ceftolozane-tazobactam', 'Enterobacterales', 'Pseudomonas aeruginosa', 'surveillance study']"
33829268,"Characterization of Klebsiella pneumoniae complex isolates from pigs and humans in farms in Thailand: population genomic structure, antibiotic resistance and virulence genes.",10.1093/jac/dkab118,"[{'lastname': 'Leangapichart', 'firstname': 'Thongpan', 'initials': 'T', 'affiliation': 'Section for Food Safety and Animal Health Research, Department of Animal Health, Welfare and Food Safety, Norwegian Veterinary Institute, Oslo, Norway.'}, {'lastname': 'Lunha', 'firstname': 'Kamonwan', 'initials': 'K', 'affiliation': 'Department of Clinical Sciences, Swedish University of Agricultural Sciences, Uppsala, Sweden.'}, {'lastname': 'Jiwakanon', 'firstname': 'Jatesada', 'initials': 'J', 'affiliation': 'Research Group for Animal Health Technology, Khon Kaen University, Khon Kaen, Thailand.'}, {'lastname': 'Angkititrakul', 'firstname': 'Sunpetch', 'initials': 'S', 'affiliation': 'Research Group for Animal Health Technology, Khon Kaen University, Khon Kaen, Thailand.'}, {'lastname': 'Järhult', 'firstname': 'Josef D', 'initials': 'JD', 'affiliation': 'Zoonosis Science Centre, Department of Medical Sciences, Uppsala University, Uppsala, Sweden.'}, {'lastname': 'Magnusson', 'firstname': 'Ulf', 'initials': 'U', 'affiliation': 'Department of Clinical Sciences, Swedish University of Agricultural Sciences, Uppsala, Sweden.'}, {'lastname': 'Sunde', 'firstname': 'Marianne', 'initials': 'M', 'affiliation': 'Section for Food Safety and Animal Health Research, Department of Animal Health, Welfare and Food Safety, Norwegian Veterinary Institute, Oslo, Norway.'}]",[]
